20100101,4.322941541,2.019452615,1.902173402,2.509289875,2.972955809,3.044458619,4.622626077,5.208100128,4.467832055,4.615851047,3.003036869,4.378529965,3.115528504,3.86011596,2.194326732,2.690488684,1.758008143,1.771866322,4.14769915,5.055544264,4.378368899,4.435845723,8.474134314,9.492388018,
20100102,10.27739738,7.27748843,6.639100732,6.729889475,7.129142827,5.636860007,7.915025436,7.395924857,4.231893075,5.368781531,3.469835084,2.861212042,4.138700637,4.2406205,4.654231428,3.678641568,3.700863508,4.562213223,4.225375334,4.440910085,5.582199179,5.068376699,4.086416587,2.759758011,
20100103,3.522539892,3.850024939,4.271966258,3.159195659,1.54725902,1.434352785,1.42304812,1.402093913,1.881737671,2.309288083,1.482435523,1.468567523,1.690218524,1.866535204,1.631010053,0.6929449223,1.065579876,1.852286821,0.5495926548,0.9168602787,1.329777049,1.137588727,1.257248449,0.5696404648,
20100104,1.049932253,1.577570695,1.631082851,2.423617973,2.117589027,1.397378045,1.088438995,1.767174297,2.332273465,1.754933662,1.407164551,0.3592953686,0.559752116,1.138912546,1.977432006,1.809060535,1.261806255,1.016028204,0.8046570032,0.5757059978,0.4711914968,0.3087641661,0.1509005099,0.053638008,
20100105,0.4054406771,0.1073137847,0.2677861135,0.04963274407,0.2265275805,0,0.03001867529,0,0,0,0,0,0,0,0.03980708092,0,0,0,0.02225637449,0.1725072511,0.1761031528,1.539274952,0.6249122774,0.9076430733,
20100106,1.163168583,1.12305335,1.579605748,2.647899516,3.645866867,3.41217233,1.948749469,2.649122048,2.611098067,3.268139763,3.769762573,2.947695428,2.292252754,1.340263177,0.3146946325,0.2136385009,0.4829808538,0.6073746385,0.8928089207,1.019765417,0.6587263213,0.9420400188,1.172433556,0.9422177116,
20100107,0.8394103413,1.307918312,1.134658066,0.2151829111,0.4247482004,0.09063607254,0.3642538654,0.6681794241,0.3891020708,0.5923604706,0.4862212791,1.111464517,0.5890769566,0.8657884357,1.049359317,0.3068113849,0.1942763121,0.4116880239,0.5373141442,0.519080432,0,0,0.07082666409,0.06522347915,
20100108,0.1461433627,0.2167840682,0.5693590831,0.4394116511,1.753162919,2.481914097,2.522240194,2.954872679,2.729182422,1.774469193,2.141336192,2.991552574,3.231319669,2.264276744,2.370740433,1.917649637,3.397981794,3.875301086,3.243473976,2.3599356,3.013788199,2.43045187,1.303815964,1.299027558,
20100109,3.621764847,5.205016643,5.398227438,3.436431855,3.939302931,2.824661172,2.840785826,2.722748384,3.388262224,4.121920545,3.540307726,4.714657749,4.461820729,4.374260504,5.216394164,5.889962548,3.642906783,1.828450449,1.780313796,0.9371123118,1.320699785,1.738718259,2.646406639,2.889116458,
20100110,3.750964802,1.717120098,1.096136944,1.335558721,1.886622826,2.427549819,2.558067444,2.096923666,3.151636854,1.957603062,1.752136146,3.817269717,3.973621165,3.97738912,3.08697817,4.279835194,3.842491882,3.415394463,3.29374375,5.674647054,4.838042844,5.666907398,6.813820268,6.248162334,
